Trophy,Class Position,Car Number,Driver Name,Car Model,Tire Mfg,Region,Run 1,Run 2,Run 3,Total Time,Medal,(blank),Codriver Car Number,Driver Town,Sponsor,(unknown),Division,Run 4,Run 5,Run 6,Diff Behind Next Fastest in Class,Rank PAX,Class Position,Class,Car Number,Driver Name,Car Model,Tire Mfg,Total Time,PAX Factor,PAX Time,Diff Behind Next Fastest PAX,Diff Behind 1st Place PAX,RTP Points,Car Year,Car Model,First Name,Last Name,City,State,Rank Overall
,28,90,Benjamin Edmiston,2016 Mazda MX-5,Multi,Northwest,75.214,73.824,DNF,147.017,,,[190],"Dorr, MI",The Dojo,,Great Lakes,80.369(1),DNF,73.193,(0.119),959,28,CS,90,Benjamin Edmiston,2016 Mazda MX-5,BFGoodrich,147.017,0.805,118.349,0.026,17.112,8554,2016,Mazda MX-5,Benjamin,Edmiston,Dorr,MI,1068
,29,23,Michael Parker,2017 Mazda MX-5 Miata N,Bridgestone,California,76.805,75.329,74.094,147.031,,,,"Irvine, CA",MP23Racing.com,,SoPac,DNF,77.139(1),72.937,(0.014),961,29,CS,23,Michael Parker,2017 Mazda MX-5 Miata,Bridgestone,147.031,0.805,118.360,0.009,17.123,8553,2017,Mazda MX-5 Miata,Michael,Parker,Irvine,CA,1072
,30,131,Andrew Kessel,2016 Mazda MX-5 Miata,BFGoodrich,New York,77.111,74.701,71.367,147.158,,,[31],"Daly City, CA",,,Northeast,75.837,DNF,75.791(2),(0.127),972,30,CS,131,Andrew Kessel,2016 Mazda MX-5 Miata,BFGoodrich,147.158,0.805,118.462,0.001,17.225,8546,2016,Mazda MX-5 Miata,Andrew,Kessel,Daly City,CA,1074
,31,68,Win-hou Chow,2010 Mazda MX-5 Miata,Bridgestone,Ohio Val,78.098,76.279,73.711,147.442,,,,"Dublin, OH",,,Midwest,81.023(2),73.731,76.152(2),(0.284),988,31,CS,68,Win-hou Chow,2010 Mazda MX-5 Miata,Bridgestone,147.442,0.805,118.691,0.029,17.454,8529,2010,Mazda MX-5 Miata,Win-hou,Chow,Dublin,OH,1084
,32,16,Thomas Frecentese,2016 Mazda MX5,Bridgestone,California,75.980,77.175,74.559,147.527,,,,"Anaheim, CA",,Mazda*,SoPac,77.765,75.303,72.968,(0.085),992,32,CS,16,Thomas Frecentese,2016 Mazda MX5,Bridgestone,147.527,0.805,118.759,0.026,17.522,8525,2016,Mazda MX5,Thomas,Frecentese,Anaheim,CA,1090
,33,73,Cal Craner,2016 Mazda MX-5,BFGoodrich,Eastern I,77.555,73.896,72.669,147.562,M,,[173],"Idaho Falls, ID",Patricia,,Rocky Moun,85.617(2),82.782,74.893,(0.035),995,33,CS,73,Cal Craner,2016 Mazda MX-5,BFGoodrich,147.562,0.805,118.787,0.002,17.550,8523,2016,Mazda MX-5,Cal,Craner,Idaho Falls,ID,1091
,34,21,Tom Kerns,2016 Mazda Miata,Bridgestone,Northwest,79.439,76.180,73.925,148.789,,,[121],"Sturgeon County, AB",Global Structural Detailing Ltd,,NorPac,78.553,75.807,74.864(1),(1.227),1049,34,CS,21,Tom Kerns,2016 Mazda Miata,Bridgestone,148.789,0.805,119.775,0.019,18.538,8452,2016,Mazda Miata,Tom,Kerns,Sturgeon County,AB,1141
,35,98,Larry Pulliam,2016 Mazda Miata,Bridgestone,Atlanta,80.884,75.447,73.719,148.948,M,,[198],"Oxford, GA",,,Southeast,DNF,77.735,75.229,(0.159),1054,35,CS,98,Larry Pulliam,2016 Mazda Miata,Bridgestone,148.948,0.805,119.903,0.040,18.666,8443,2016,Mazda Miata,Larry,Pulliam,Oxford,GA,1146
,36,190,Devin McCuen,2016 Mazda MX-5,Multi,South Ben,76.068,72.996,DNF,149.233,,,[90],"Mishawaka, IN",The Dojo,,Great Lakes,93.310(1),76.237,DNF,(0.285),1064,36,CS,190,Devin McCuen,2016 Mazda MX-5,BFGoodrich,149.233,0.805,120.133,0.007,18.895,8427,2016,Mazda MX-5,Devin,McCuen,Mishawaka,IN,1151
,37,43,Eric Sweeney,2017 Subaru BRZ,Bridgestone*,Chicago,75.341,74.439,73.940,149.477,,,[143],"Bolingbrook, IL",Wifes Bank Account Racing,Subaru*,Central,80.334,78.650,75.537,(0.244),1069,37,CS,43,Eric Sweeney,2017 Subaru BRZ,Bridgestone,149.477,0.805,120.329,0.040,19.092,8413,2017,Subaru BRZ,Eric,Sweeney,Bolingbrook,IL,1165
,38,92,Anne Robinson,2016 Mazda MX-5 Miata,Multi,Chicago,75.781,76.198,73.123,150.371,,,[192],"Highland, IN",Team BlenderBlaster,,Central,82.055,88.411,77.248,(0.894),1096,38,CS,92,Anne Robinson,2016 Mazda MX-5 Miata,Multi,150.371,0.805,121.049,0.170,19.812,8363,2016,Mazda MX-5 Miata,Anne,Robinson,Highland,IN,1183
,39,9,Troy Brown,2011 Mazda RX8,Bridgestone,Central K,82.010(2),76.430,75.709,151.172,,,,"Lawrenceburg, KY",Doritos Locos,,Great Lakes,79.502,75.463,86.136(1),(0.801),1120,39,CS,9,Troy Brown,2011 Mazda RX8,Bridgestone,151.172,0.805,121.693,0.056,20.456,8319,2011,Mazda RX8,Troy,Brown,Lawrenceburg,KY,1202
,40,61,Richard Grav,2017 Mazda MX-5,BFGoodrich,Southern I,83.405,79.921(1),75.961,151.229,,,[161],"Vincennes, IN",,Mazda*,Central,80.892,78.491,75.268,(0.057),1122,40,CS,61,Richard Grav,2017 Mazda MX-5,BFGoodrich,151.229,0.805,121.739,0.041,20.502,8316,2017,Mazda MX-5,Richard,Grav,Vincennes,IN,1204
,41,27,Jon Simmons,2016 Mazda Miata,BFGoodrich,Nebraska,76.069,76.918(1),73.495,152.069,,,[127],"Carson, IA",Thanks Hunter,,Midwest,81.292(1),79.603(2),78.574(3),(0.840),1147,41,CS,27,Jon Simmons,2016 Mazda Miata,BFGoodrich,152.069,0.805,122.416,0.018,21.178,8270,2016,Mazda Miata,Jon,Simmons,Carson,IA,1219
,42,67,Chris Sparks,2005 Mazda Rx-8,BFGoodrich,Tennessee,84.415(2),78.724,76.451,152.226,,,,"Madison, AL",,,Southeast,DNF,77.653,75.775,(0.157),1153,42,CS,67,Chris Sparks,2005 Mazda RX-8,BFGoodrich,152.226,0.805,122.542,0.015,21.305,8261,2005,Mazda RX-8,Chris,Sparks,Madison,AL,1221
,43,72,Jim Garton,2003 Porsche Boxter S,Bridgestone*,Rio Grand,75.201,DNF,113.933(1),153.081,M,,[172],"Albuquerque, NM",Thanks,Paul! Porsche*,Rocky Moun,DNF,77.880,DNF,(0.855),1176,43,CS,72,Jim Garton,2003 Porsche Boxter S,Bridgestone,153.081,0.805,123.230,0.010,21.993,8215,2003,Porsche Boxter S,Jim,Garton,Albuquerque,NM,1235
,44,143,Dean Richardson,2017 Subaru BRZ Performa,Bridgestone*,Atlanta,78.790,75.794,75.172,153.693,,,[43],"Alpharetta, GA",Thanks,Eric! Subaru*,Southeast,DNF,DNF,78.521,(0.612),1191,44,CS,143,Dean Richardson,2017 Subaru BRZ,Bridgestone,153.693,0.805,123.723,0.025,22.486,8183,2017,Subaru BRZ,Dean,Richardson,Alpharetta,GA,1250
,45,79,Adnan Kaiser,2016 Mazda MX-5,BFGoodrich,South Jer,81.921,79.448,75.856,154.026,,,,"Atlantic City, NJ",Thanks David!,,Northeast,109.162,DNF,78.170,(0.333),1197,45,CS,79,Adnan Kaiser,2016 Mazda MX-5,BFGoodrich,154.026,0.805,123.991,0.038,22.754,8165,2016,Mazda MX-5,Adnan,Kaiser,Atlantic City,NJ,1258
,46,19,Kevin Childers,2016 Mazda Miata,BFGoodrich,Lone Star,DNF,76.353,75.460,154.360,,,,"Austin, TX",,,Southwest,83.720,78.900,DNF,(0.334),1203,46,CS,19,Kevin Childers,2016 Mazda Miata,BFGoodrich,154.360,0.805,124.260,0.000,23.023,8147,2016,Mazda Miata,Kevin,Childers,Austin,TX,1265
,47,22,Victor Tugulan,2017 Mazda MX-5 RF,Bridgestone,Saginaw V,DNF,79.343,77.765,154.549,,,,"Redford, MI",,Mazda*,Great Lakes,83.208,79.956,76.784,(0.189),1206,47,CS,22,Victor Tugulan,2017 Mazda MX-5 RF,Bridgestone,154.549,0.805,124.412,0.088,23.175,8137,2017,Mazda MX-5 RF,Victor,Tugulan,Redford,MI,1270
,48,11,Jacob Witt,2017 Mazda MX-5,BFGoodrich,Land O L,82.205,77.659,78.280,154.961,,,,"Mankato, MN",Warmka,Ag Services Mazda*,Central,90.734,78.886,77.302,(0.412),1213,48,CS,11,Jacob Witt,2017 Mazda MX-5,BFGoodrich,154.961,0.805,124.744,0.064,23.506,8116,2017,Mazda MX-5,Jacob,Witt,Mankato,MN,1276
,49,161,Jonathan Crowe,2017 Mazda MX-5,BFGoodrich,Southern I,79.167,77.135,DNF,155.382,,,[61],"Newburgh, IN",,,Midwest,80.421,78.247(1),79.643,(0.421),1218,49,CS,161,Jonathan Crowe,2017 Mazda MX-5,BFGoodrich,155.382,0.805,125.083,0.046,23.845,8094,2017,Mazda MX-5,Jonathan,Crowe,Newburgh,IN,1282
,50,33,Gardner Nichols,2016 Mazda MX-5,Multi,Detroit,85.198,DNF,DNF,158.707,,,,"Ann Arbor, MI",,,Great Lakes,79.037(1),75.575,73.509,(3.325),1257,50,CS,33,Gardner Nichols,2016 Mazda MX-5,Multi,158.707,0.805,127.759,0.068,26.522,7924,2016,Mazda MX-5,Gardner,Nichols,Ann Arbor,MI,1303
,51,49,Bradley Wickersham,2017 Subaru BRZ LTD Perf,Dunlop*,Land O L,89.360,83.201,81.633,167.269,,,,"La Crosse, WI",,Subaru*,Midwest,DNF,89.788,85.636,(8.562),1315,51,CS,49,Bradley Wickersham,2017 Subaru BRZ LTD,Dunlop,167.269,0.805,134.652,0.034,33.414,7518,2017,Subaru BRZ LTD,Bradley,Wickersham,La Crosse,WI,1336
,52,37,Robert Hess,2010 Mazda MX-5,Bridgestone*,California,DNF,103.203,DNF,199.936,M,,,"Manhattan Beach, CA",Cancer Journeys Foundation,,SoPac,DNF,117.316,96.733,(32.667),1345,52,CS,37,Robert Hess,2010 Mazda MX-5,Bridgestone,199.936,0.805,160.948,1.827,59.711,6290,2010,Mazda MX-5,Robert,Hess,Manhattan Beach,CA,1347
T,1,92,Tara Johns,2016 Mazda MX5 Miata,Multi,Tennessee,74.569,72.731,80.287(1),144.533,,,,"Milton, TN",JRi,Shocks/Ultimate Performance/ Mazda,Southeast,73.977,72.242,71.802,,806,1,CSL,92,Tara Johns,2016 Mazda MX5 Miata,Multi,144.533,0.805,116.349,0.024,15.112,8701,2016,Mazda MX5 Miata,Tara,Johns,Milton,TN,969
T,2,71,Shari McCoy,2016 Mazda MX-5,Multi,Cincinnati,74.958,73.029,70.716,144.859,,,,"Cincinnati, OH",,Mazda,Great Lakes,DNF,74.143,74.400,(0.326),830,2,CSL,71,Shari McCoy,2016 Mazda MX-5,Multi,144.859,0.805,116.611,0.023,15.374,8682,2016,Mazda MX-5,Shari,McCoy,Cincinnati,OH,979
T,3,165,Linda Duncan,2016 Mazda MX-5,Bridgestone,Kansas,76.876,75.369(1),71.867,145.137,M,,[65],"Topeka, KS",Thanks,Howard Mazda,Midwest,74.376,73.270,73.375,(0.278),849,3,CSL,165,Linda Duncan,2016 Mazda MX-5,Bridgestone,145.137,0.805,116.835,0.006,15.598,8665,2016,Mazda MX-5,Linda,Duncan,Topeka,KS,986
T,4,72,Mary Lou Holmes,2003 Porsche Boxster S,Multi,Rio Grand,DNF,73.172,72.151,146.083,,,,"Los Alamos, NM",Thanks,Paul! Porsche*,Rocky Moun,DNF,75.450,73.932,(0.946),910,4,CSL,72,Mary Lou Holmes,2003 Porsche Boxster S,Multi,146.083,0.805,117.597,0.008,16.360,8609,2003,Porsche Boxster S,Mary Lou,Holmes,Los Alamos,NM,1030
,5,93,Marchell Fletcher,2016 Mazda MX5 Miata,Bridgestone,Rio Grand,80.260(1),DNF,73.071,146.198,,,,"Durango, CO",,Mazda,Rocky Moun,75.095,74.406,73.127,(0.115),920,5,CSL,93,Marchell Fletcher,2016 Mazda MX5 Miata,Bridgestone,146.198,0.805,117.689,0.023,16.452,8602,2016,Mazda MX5 Miata,Marchell,Fletcher,Durango,CO,1036
,6,96,Jennifer McBride,2016 Mazda Miata,Multi,North Car,DNF,73.383,74.183(1),146.370,,,[196],"Wake Forest, NC",,Mazda,Southeast,DNF,75.244,72.987,(0.172),929,6,CSL,96,Jennifer McBride,2016 Mazda Miata,Multi,146.370,0.805,117.828,0.001,16.591,8592,2016,Mazda Miata,Jennifer,McBride,Wake Forest,NC,1047
,7,65,Lisa Garfield,2016 Mazda MX-5,Bridgestone,Washingt,81.676,73.368,DNF,147.464,,,[165],"Mount Airy, MD",Thanks,Linda! Mazda,Northeast,DNF,76.110(1),74.096,(1.094),990,7,CSL,65,Lisa Garfield,2016 Mazda MX-5,Bridgestone,147.464,0.805,118.709,0.010,17.471,8528,2016,Mazda MX-5,Lisa,Garfield,Mount Airy,MD,1087
,8,196,Maria Mayorga,2016 Mazda Miata,Multi,North Car,77.343,73.864,78.948,148.459,,,[96],"Holly Springs, NC",,Mazda,Southeast,75.066,75.966,74.595,(0.995),1038,8,CSL,196,Maria Mayorga,2016 Mazda Miata,Multi,148.459,0.805,119.509,0.024,18.272,8471,2016,Mazda Miata,Maria,Mayorga,Holly Springs,NC,1128
,9,167,Shanna Richardson,2016 Mazda MX5 Club,Bridgestone,Atlanta,78.854,76.295,73.511,153.362,,,[67],"Alpharetta, GA",Thanks,Rick Cone! Mazda,Southeast,DNF,DNF,79.851,(4.903),1185,9,CSL,167,Shanna Richardson,2016 Mazda MX5 Club,Bridgestone,153.362,0.805,123.456,0.049,22.219,8200,2016,Mazda MX5 Club,Shanna,Richardson,Alpharetta,GA,1244
,10,91,Katie Barrett,2017 Mazda Miata,Multi,Northwest,85.931,77.110,DNF,153.852,,,,"Columbia Station, OH",HGB,Motorsports/ Nddojo/ ASCC Mazda,Great Lakes,77.515,77.527(1),76.742(1),(0.490),1195,10,CSL,91,Katie Barrett,2017 Mazda Miata,Multi,153.852,0.805,123.851,0.052,22.614,8174,2017,Mazda Miata,Katie,Barrett,Columbia Station,OH,1254
,11,67,Carol Cone,2016 Mazda Miata,Bridgestone,Atlanta,99.604,DNF,78.213,159.018,M,,[167],"Snellville, GA",,Mazda,Southeast,DNF,88.865(1),80.805,(5.166),1261,11,CSL,67,Carol Cone,2016 Mazda Miata,Bridgestone,159.018,0.805,128.009,0.014,26.772,7909,2016,Mazda Miata,Carol,Cone,Snellville,GA,1306
,12,94,Lin Cox,2015 Mazda MX 5,Multi,East Tenne,82.126(1),86.075,83.212(1),164.520,,,[194],"Knoxville, TN",Mazda,Mazda,Southeast,DNF,83.671,82.394(2),(5.502),1303,12,CSL,94,Lin Cox,2015 Mazda MX 5,Multi,164.520,0.805,132.439,0.115,31.201,7644,2015,Mazda MX 5,Lin,Cox,Knoxville,TN,1330
,13,194,Michelle Harp,2016 Mazda MX5,Multi,East Tenne,81.610,79.383,79.470,168.418,,,[94],"Lenoir City, TN",Big,Fluffy Dog Rescue | Keisler Au Mazda,Southeast,DNF,DNF,89.035,(3.898),1319,13,CSL,194,Michelle Harp,2016 Mazda MX5,Multi,168.418,0.805,135.576,0.389,34.339,7467,2016,Mazda MX5,Michelle,Harp,Lenoir City,TN,1340
T,1,195,Javier Reynoso,2018 Honda Civic type R,Multi,Lone Star,87.723(4),81.097,80.842,143.760,,,[95],"Austin, Tx",,,Southwest,63.187,DNF,62.918,,675,1,DS,195,Javier Reynoso,2018 Honda Civic Type R,Bridgestone,143.760,0.794,114.145,0.005,12.908,8869,2018,Honda Civic Type R,Javier,Reynoso,Austin,Tx,919
T,2,55,Dennis Sparks,2018 Subaru WRX Perform,BFGoodrich,Tennessee,81.745,85.336,84.530,144.458,,,[155],"Madison, AL",Dixie Audacity,,Southeast,63.580,63.554,62.713,(0.698),705,2,DS,55,Dennis Sparks,2018 Subaru WRX,BFGoodrich,144.458,0.794,114.700,0.030,13.463,8826,2018,Subaru WRX,Dennis,Sparks,Madison,AL,963
T,3,93,Eric Jones,2013 Scion FR-S,Bridgestone,Lone Star,80.766,83.051,81.641,144.636,,,,"Cedar Park, TX",Knife To A Gunfight Racing/Degue,,Southwest,64.067,63.870,63.982,(0.178),714,3,DS,93,Eric Jones,2013 Scion FR-S,Bridgestone,144.636,0.794,114.841,0.006,13.604,8815,2013,Scion FR-S,Eric,Jones,Cedar Park,TX,972
T,4,98,Jason Wright,2015 Subaru BRZ,Bridgestone,Iowa,81.541,82.655,81.096,145.175,,,,"Cedar Falls, IA",#TeamAMRacing | The Majestic M,,Central,64.079,DNF,64.974,(0.539),732,4,DS,98,Jason Wright,2015 Subaru BRZ,Bridgestone,145.175,0.794,115.269,0.006,14.032,8783,2015,Subaru BRZ,Jason,Wright,Cedar Falls,IA,989
T,5,44,Kirk Dunlap,2013 Subaru BRZ,Bridgestone,Colorado,81.397,84.744,82.536,145.476,,,,"Lakewood, CO",Lucky Kitty Racing,,Rocky Moun,69.420(2),64.079,65.058,(0.301),748,5,DS,44,Kirk Dunlap,2013 Subaru BRZ,Bridgestone,145.476,0.794,115.508,0.010,14.271,8765,2013,Subaru BRZ,Kirk,Dunlap,Lakewood,CO,1003
T,6,2,Evan LeBlanc,2015 Scion FR-S,Bridgestone,New Eng,83.641,81.742,DNF,145.838,,,,"Sudbury, MA",,,Northeast,DNF,64.685,64.096,(0.362),767,6,DS,2,Evan LeBlanc,2015 Scion FR-S,Bridgestone,145.838,0.794,115.795,0.010,14.558,8743,2015,Scion FR-S,Evan,LeBlanc,Sudbury,MA,1020
T,7,95,Zachary Baumgardner,2018 Honda Civic Type R,Multi,Alamo,DNF,82.037,DNF,146.244,,,[195],"San Antonio, TX",Honda,,Midwest,64.633,65.226,64.207,(0.406),790,7,DS,95,Zachary Baumgardner,2018 Honda Civic Type R,Continental,146.244,0.794,116.118,0.009,14.881,8718,2018,Honda Civic Type R,Zachary,Baumgardner,San Antonio,TX,1039
T,8,149,Mark Scroggs,2016 Chevrolet Camaro 2.0,Bridgestone,San Franc,83.814,87.904,88.871,146.292,,,[49],"San Ramon, CA",stranoparts.com/ Bridgestone Tires,,NorPac,62.571,62.478,62.707,(0.048),793,8,DS,149,Mark Scroggs,2016 Chevy Camaro 2.0,Bridgestone,146.292,0.794,116.156,0.006,14.919,8716,2016,Chevy Camaro 2.0,Mark,Scroggs,San Ramon,CA,1043
T,9,56,Eric Niemi,2013 Scion FRS,Bridgestone,Milwauke,82.005,83.145,DNF,146.308,,,,"Belleville, WI",,,Central,64.303,64.521,64.691,(0.016),794,9,DS,56,Eric Niemi,2013 Scion FR-S,Bridgestone,146.308,0.794,116.169,0.013,14.931,8715,2013,Scion FR-S,Eric,Niemi,Belleville,WI,1044
T,10,11,Mike Janssen,2017 Honda Civic,Bridgestone,Central K,82.936,83.099,86.129,146.475,,,,"Frankfort, KY",Fuji Imports,,Southeast,63.838,63.539,63.881,(0.167),801,10,DS,11,Mike Janssen,2017 Honda Civic,Bridgestone,146.475,0.794,116.301,0.026,15.064,8705,2017,Honda Civic,Mike,Janssen,Frankfort,KY,1052
T,11,31,Yama Takimoto,2013 Scion FR-S,Bridgestone,Kansas C,84.191,82.094,82.222,146.608,,,[131],"Independence, MO",,,Midwest,64.514,66.596(1),65.045,(0.133),814,11,DS,31,Yama Takimoto,2013 Scion FR-S,Bridgestone,146.608,0.794,116.407,0.002,15.170,8697,2013,Scion FR-S,Yama,Takimoto,Independence,MO,1057
T,12,131,Anthony Dvorak,2013 Scion FR-S,Bridgestone,Kansas C,85.173(3),83.986,82.090,146.983,,,[31],"Independence, MO",,,Midwest,66.364(1),65.044,64.893,(0.375),838,12,DS,131,Anthony Dvorak,2013 Scion FR-S,Bridgestone,146.983,0.794,116.705,0.009,15.467,8675,2013,Scion FR-S,Anthony,Dvorak,Independence,MO,1067
T,13,96,Chris Dvorak,2016 Subaru WRX,Bridgestone,Chicago,83.580,85.066,85.481,147.302,M,,,"Addison, IL",,,Central,65.850(1),64.341,63.722,(0.319),859,13,DS,96,Chris Dvorak,2016 Subaru WRX,Bridgestone,147.302,0.794,116.958,0.000,15.721,8656,2016,Subaru WRX,Chris,Dvorak,Addison,IL,1078
,14,3,Matthew Grainger,1997 Acura Integra,Multi,St. Louis,86.214(2),81.020,80.848,147.433,,,,"Weston, MO",,,Midwest,66.967,66.585,66.648,(0.131),867,14,DS,3,Matthew Grainger,1997 Acura Integra,Continental,147.433,0.794,117.062,0.023,15.825,8648,1997,Acura Integra,Matthew,Grainger,Weston,MO,1083
,15,39,Tim Miller,2018 Subaru WRX,Bridgestone,Land O L,83.304,87.494,89.931(3),147.459,,,,"Sioux Falls, SD",,,Midwest,65.344,64.155,64.827,(0.026),868,15,DS,39,Tim Miller,2018 Subaru WRX,Bridgestone,147.459,0.794,117.082,0.021,15.845,8647,2018,Subaru WRX,Tim,Miller,Sioux Falls,SD,1085
,16,18,Peter Luu,2010 Toyota Scion,Multi,,104.286,84.328,82.748,147.603,,,,"Ottawa, ON",DoverLabs Suspension,,Northeast,64.855,65.556,64.903,(0.144),879,16,DS,18,Peter Luu,2010 Toyota Scion,Continental,147.603,0.794,117.197,0.013,15.960,8638,2010,Toyota Scion,Peter,Luu,Ottawa,ON,1093
,17,84,Brian Killourhy,2013 Scion FRS,BFGoodrich,Colorado,83.355,86.804,85.361,147.914,,,,"Broomfield, CO",,,Rocky Moun,65.927,64.559,64.829,(0.311),895,17,DS,84,Brian Killourhy,2013 Scion FR-S,BFGoodrich,147.914,0.794,117.444,0.020,16.207,8620,2013,Scion FR-S,Brian,Killourhy,Broomfield,CO,1105
,18,23,Gus Jacob,2013 Scion FR-S,Bridgestone,Kansas C,81.557,81.915,83.858(1),148.142,M,,,"Kansas City, MO",,,Midwest,74.666,66.585,67.401,(0.228),912,18,DS,23,Gus Jacob,2013 Scion FR-S,Bridgestone,148.142,0.794,117.625,0.018,16.388,8607,2013,Scion FR-S,Gus,Jacob,Kansas City,MO,1115
,19,86,Steven Clark,2009 Chevrolet Cobalt SS,Bridgestone,,DNF,85.914(1),84.461,148.230,,,,"Lakewood, CO",,,Rocky Moun,66.412(1),64.145,63.769,(0.088),921,19,DS,86,Steven Clark,2009 Chevy Cobalt SS,Bridgestone,148.230,0.794,117.695,0.005,16.457,8602,2009,Chevy Cobalt SS,Steven,Clark,Lakewood,CO,1116
,20,21,Brandon Dan,2018 Honda Civic Type R,Bridgestone,Texas,DNF,86.637,85.207,148.244,,,,"Dallas, TX",,,Southwest,63.596,63.420,63.037,(0.014),922,20,DS,21,Brandon Dan,2018 Honda Civic Type R,Bridgestone,148.244,0.794,117.706,0.011,16.469,8601,2018,Honda Civic Type R,Brandon,Dan,Dallas,TX,1117
,21,91,Jimmy Vajdak,2018 Chevrolet Camaro LS,Bridgestone*,Detroit,84.829,90.867(1),88.412,148.703,,,,"Farmington Hills, MI",careers.gm.com,,Northeast,64.116,64.165,63.874,(0.459),938,21,DS,91,Jimmy Vajdak,2018 Chevy Camaro LS,Bridgestone,148.703,0.794,118.070,0.014,16.833,8574,2018,Chevy Camaro LS,Jimmy,Vajdak,Farmington Hills,MI,1136
,22,155,Jordan Towns,2018 Subaru WRX Perform,BFGoodrich,Alabama,89.735,88.270,85.208,148.719,,,[55],"Auburn, AL",Dixie Audacity,,Southeast,72.187(4),63.511,65.667(1),(0.016),941,22,DS,155,Jordan Towns,2018 Subaru WRX,BFGoodrich,148.719,0.794,118.083,0.002,16.846,8573,2018,Subaru WRX,Jordan,Towns,Auburn,AL,1138
,23,88,Joey Jones,2015 Scion FR-S,Bridgestone,Northwest,83.886,85.770,84.101(1),148.759,,,,"Seattle, WA",DSG Performance/ Evil Apex Rac,,NorPac,65.444,64.873,64.987,(0.040),943,23,DS,88,Joey Jones,2015 Scion FR-S,Bridgestone,148.759,0.794,118.115,0.005,16.877,8571,2015,Scion FR-S,Joey,Jones,Seattle,WA,1140
,24,94,Jack Burns,2017 Honda Civic Type R,Bridgestone,Northwest,86.225,89.769,88.569,148.813,M,,,"Hamilton, OH",,,Great Lakes,65.281(1),63.273,62.588,(0.054),946,24,DS,94,Jack Burns,2017 Honda Civic Type R,Bridgestone,148.813,0.794,118.158,0.038,16.920,8568,2017,Honda Civic Type R,Jack,Burns,Hamilton,OH,1144
,25,122,Fabian Castanon,2016 Subaru WRX,Multi,Colorado,84.537,90.601(2),89.703(1),148.914,,,[22],"Longmont, CO",,,Rocky Moun,65.450,66.168(1),64.377,(0.101),952,25,DS,122,Fabian Castanon,2016 Subaru WRX,Bridgestone,148.914,0.794,118.238,0.039,17.001,8562,2016,Subaru WRX,Fabian,Castanon,Longmont,CO,1145
,26,83,Luke McKee,2013 Scion FR-S,Bridgestone,Des Moin,DNF,DNF,84.147,149.159,,,,"Oskaloosa, IA",,,Midwest,66.715(1),65.012,65.026,(0.245),968,26,DS,83,Luke McKee,2013 Scion FR-S,Bridgestone,149.159,0.794,118.432,0.009,17.195,8548,2013,Scion FR-S,Luke,McKee,Oskaloosa,IA,1150
,27,24,Neil Britton,2017 Chevrolet Camaro LT,Bridgestone,Detroit,86.743,DNF,DNF,149.240,,,[124],"Berkley, Mic",Britton Racing,,Great Lakes,65.250(1),62.848,62.497,(0.081),974,27,DS,24,Neil Britton,2017 Chevy Camaro LT,Bridgestone,149.240,0.794,118.497,0.034,17.259,8543,2017,Chevy Camaro LT,Neil,Britton,Berkley,Mic,1152
,28,189,Tim Heaton,2016 Subaru WRX,BFGoodrich,Nebraska,DNF,86.947(1),84.687(1),149.324,,,[89],"Omaha, NE",R & S Racing,,Midwest,65.067,67.038(1),64.637,(0.084),976,28,DS,189,Tim Heaton,2016 Subaru WRX,Bridgestone,149.324,0.794,118.563,0.023,17.326,8539,2016,Subaru WRX,Tim,Heaton,Omaha,NE,1159
,29,32,Ian Baker,2018 Chevrolet Camaro,Bridgestone,Washingt,85.830,89.420(1),88.107,149.436,,,[132],"Herndon, VA",,,Northeast,64.351,63.606,72.757(1),(0.112),985,29,DS,32,Ian Baker,2018 Chevy Camaro,Bridgestone,149.436,0.794,118.652,0.003,17.415,8532,2018,Chevy Camaro,Ian,Baker,Herndon,VA,1163
,30,89,Julie Heaton,2016 Subaru WRX,BFGoodrich,Nebraska,DNF,88.480(1),85.442,149.448,,,[189],"Omaha, NE",R & S Racing,,Midwest,68.037(2),65.985(1),64.006,(0.012),987,30,DS,89,Julie Heaton,2016 Subaru WRX,BFGoodrich,149.448,0.794,118.662,0.003,17.425,8532,2016,Subaru WRX,Julie,Heaton,Omaha,NE,1164
,31,99,Kevin Henry,2017 Chevrolet Camaro,Bridgestone,Washingt,85.808,91.231,94.547(1),150.070,,,[199],"Alexandria, VA",,,Northeast,64.986,64.262,64.350,(0.622),1020,31,DS,99,Kevin Henry,2017 Chevy Camaro,Bridgestone,150.070,0.794,119.156,0.010,17.918,8496,2017,Chevy Camaro,Kevin,Henry,Alexandria,VA,1175
,32,81,Nicholas Wolfgang,2017 Subaru BRZ,Bridgestone,Washingt,83.228,85.609,83.625,150.296,,,,"Leesburg, VA",,,Northeast,68.610,67.857,67.068,(0.226),1027,32,DS,81,Nicholas Wolfgang,2017 Subaru BRZ,Bridgestone,150.296,0.794,119.335,0.030,18.098,8483,2017,Subaru BRZ,Nicholas,Wolfgang,Leesburg,VA,1179
